NOIID,FacilityId,ComplianceId,Issue / Comment,NOIDueDate,NOIResolved,StampInit,StampDate
1958,9702155,2734,3.  Send copy of the certification of financial responsibility letter as required by HAR 11-281-111(b) (10). 6/20/2004 resolved  - rk ,2003-08-31,True,NOI,2003-08-01 00:00:00
1959,9702155,2734,1.  Clean out product and water in spill bucket (UST #1) as required by HAR 11-281- 41(a).  Please send photo. 8-06-03  Rec'd photo of clean UST # 1 spill bucket. ,2003-08-31,True,NOI,2003-08-01 00:00:00
1960,9702155,2734,2.  Send copy of the Hawaii certificate of self insurance as required by HAR 11-281- 96. 6/20/2004 resolved - rk ,2003-08-31,True,NOI,2003-08-01 00:00:00
1961,9101930,2736,1.  Clean out sump water. Done during inspection ,,True,NOI,2003-11-26 00:00:00
1962,9101930,2736,2.  Check annualar sensor that was in alarm mode. Count this as disconfirmed release per Greg request. ,2003-12-26,True,NOI,2003-11-26 00:00:00
1963,9100937,2740,"FYI  5. monitor tank leak detection every 30 days, recommend every 2 weeks fyi ",,False,NOI,2003-11-25 00:00:00
1964,9100937,2740,1.  submit copy of results of tank tightness test 12/19/2003 REC THE ANNUAL TTT - RK ,2003-12-28,True,NOI,2003-11-25 00:00:00
1965,9100937,2740,FYI  4. prepare Certification of FR & keep with records fyi  12/1/2003 REC THE CERTIFICATION OF FR- RK ,,False,NOI,2003-11-25 00:00:00
1966,9100937,2740,FYI  3. ensure transfers of less than 25 gallons fyi ,,False,NOI,2003-11-25 00:00:00
1967,9100937,2740,FYI  2. keep spill buckets clean and free of oil/waste liquid fyi ,,False,NOI,2003-11-25 00:00:00
1968,9101197,2741,"1. send copy of annual maintenance performed on tank & piping monitoring per 11-281-51  last performed on 10/20/02, need to do within a week",2003-10-29,True,NOI,2003-10-21 00:00:00
1969,9707599,2743,FYI  1. keep spill buckets clean and free of product fyi ,,False,NOI,2003-11-25 00:00:00
1970,9707599,2743,"FYI  2. keep log of alarms, date and actions taken in response fyi ",,False,NOI,2003-11-25 00:00:00
1971,9202209,2747,FYI  1. keep spill buckets clean and free of dirt and debris fyi ,,False,NOI,2003-11-05 00:00:00
1972,9101971,2751,FYI  1. recommend annual maintenance checks on ATG and interstitial sensors at facilities (though not required) fyi ,,False,NOI,2003-11-20 00:00:00
1973,9101972,2752,FYI  1. recommend annual maintenance checks on ATG and interstitial sensors at facilities (though not required) fyi ,,False,NOI,2003-11-20 00:00:00
1974,9200125,2753,"FYI  2. recommend checking pump in dispenser #1, small amount of fluid at bottom of one component fyi ",,False,NOI,2003-11-20 00:00:00
1975,9200125,2753,1.  submit certification or evidence that overfill device on tank 3 diesel is set at 95% or less of tank 12/15/2003 REC FAX ON THE OVERFILL REPLACEMENT  -RK deflector plate is high so maybe flapper is high?,2003-12-21,True,NOI,2003-11-20 00:00:00
1976,9200125,2753,FYI  3. monitor leak detection every 30 months fyi ,,False,NOI,2003-11-20 00:00:00
1977,9100851,2754,FYI  2. keep spill buckets clean of grass and debris fyi ,,False,NOI,2003-11-21 00:00:00
1978,9100851,2754,1. (call from desk for) letter certifying safe suction in piping 11/28/2003 rec information on safe suction - rk piecemeal evidence in file but no confirmation of sloping piping,2003-12-22,True,NOI,2003-11-21 00:00:00
1979,9100851,2754,FYI  3. monitor leak detection every 30 days; recommend twice a month fyi ,,False,NOI,2003-11-21 00:00:00
1980,9100851,2754,FYI  4. perform annual maintenance on leak detection every 12 months fyi ,,False,NOI,2003-11-21 00:00:00
1981,9100851,2754,FYI  5. prepare a Certification of FR yearly and keep at facility fyi ,,False,NOI,2003-11-21 00:00:00
1982,9101653,2755,FYI  2. keep spill buckets clean and free of product fyi ,,False,NOI,2003-11-24 00:00:00
1983,9101653,2755,FYI  1. prepare certification of FR letter and keep with records fyi ,,False,NOI,2003-11-24 00:00:00
1984,9101653,2755,FYI  3. monitor leak detection at least every 30 days fyi ,,False,NOI,2003-11-24 00:00:00
1985,9101653,2755,FYI  4. print out liquid sensor status reports every 30 days (has newly installed sump and dispenser sensors) fyi ,,False,NOI,2003-11-24 00:00:00
1986,9101119,3033,FYI -- 2. Pls. keep the spill bucket clean and dry always FYI ,,False,NOI,2005-09-27 00:00:00
1987,9101119,3033,"1. Pls send any explanation and documentation why ""probe out alarm"" never showed up during the Feb. 17, 2005 annual certification 10/5/2005 - rec. an explanation from service provider - RI ",2005-10-04,True,NOI,2005-09-27 00:00:00
1988,9100939,3034,3. Always update your certification of financial responsibility as required by HAR 11-281-11(b)(10) FYI ,,False,NOI,2005-09-27 00:00:00
1989,9100939,3034,"4. If you intend to monitor your used oil tank via manual tank gauging, pls. reconcile all data that were gathered FYI ",,False,NOI,2005-09-27 00:00:00
1990,9100939,3034,2. Always keep spill bucket clean and dry FYI ,,False,NOI,2005-09-27 00:00:00
1991,9100939,3034,1. Pls. send to DOH a copy of the third party certification for Veeder Root FX1V as required by HAR 11-281-54(b)(1) 9/28/2005 - rec. copy of third party certification/ri ,2005-10-04,True,NOI,2005-09-27 00:00:00
1992,9100118,3035,FYI -- 2. Pls. ensure that the monitoring device for emergency generator tank is turned on. FYI ,,False,NOI,2005-09-28 00:00:00
1993,9100118,3035,FYI --1. Pls. monitor your tanks every 30 days FYI ,,False,NOI,2005-09-28 00:00:00
1994,9100783,3036,1. Provide to DOH a copy of the first page of the insurance pol;icy 10/5/2005 - showed a copy of the insurance policy during one of the inspections conducted this date/RI ,2005-10-04,True,NOI,2005-09-28 00:00:00
1995,9100783,3036,FYI -- 2. High product/overfill limit should be set to not over 95% FYI ,,False,NOI,2005-09-28 00:00:00
1996,9100783,3036,FYI -- 3. Pls remind service provider to make a printout on the alarms caused by annual certification services. FYI ,,False,NOI,2005-09-28 00:00:00
1997,9707722,3038,FYI:  Pls submit pertinent documents and keep DOH posted on current work at site/jb FYI only/jb ,,False,NOI,2005-09-30 00:00:00
1998,9101434,3039,"3. Provide DOH a copy of the service record in response to ""sensor out alarm"" for L1 (9/30/2005) and L2 (11/16/2004). Ensure that this situation is taken cared of as required by HAR 11-281-54 (b)(3) and HAR 11-281-54 (b)(4) 10/11/2005 - requested for an extension, due date is now 10/21/2005 - RI      10/14/2005 - rec documents addressiong NOI/RI ",2005-10-11,True,NOI,2005-10-04 00:00:00
2036,9200115,3075,FYI 2. Always monitor UST every 30 days FYI ,,False,NOI,2005-11-03 00:00:00
1999,9101434,3039,"2. Provide DOH a monitoring tape showing the ""high product"" alarm limit is set to 95% instead of 98% 10/11/2005 - requested for an extension, due date is now 10/21/2005 - RI     10/14/2005 - rec documents addressiong NOI/RI ",2005-10-11,True,NOI,2005-10-04 00:00:00
2000,9101434,3039,1. Provide DOH an updated certification of Financial Responsibility as required by HAR 11-281-111 (b)(10).  A sample copy is provided (blue paper) 10/11/2005 - rec copy of the certification of FR/RI ,2005-10-11,True,NOI,2005-10-04 00:00:00
2001,9100250,3040,1. Pls. provide DOH the certification of the person who installed or designed the cathodic protection as required by HAR 11-281-13(2)(B) 10/20/2005 - rec. documents - RI ,2005-10-18,True,NOI,2005-10-04 00:00:00
2002,9100250,3040,2. Pls. keep the sump dry. FYI ,,False,NOI,2005-10-04 00:00:00
2003,9100314,3041,"FYI -- 1. Pls. keep ""high product limit"" set to 95% instead of 98% FYI ",,False,NOI,2005-10-05 00:00:00
2004,9101028,3042,"FYI -- . Please keep ""high product limit"" set to 95% inatead of 98% FYI ",,False,NOI,2005-10-05 00:00:00
2005,9701679,3043,FYI -- ensure that your pump  handles don't allow product releases to occur. FYI ,,False,NOI,2005-04-26 00:00:00
2006,9100316,3044,"1. Pls send to DOH an explanation or a document why there was not any indication of the tank probes being inspected during the 5/6/2005 annual certification performed by Sam Alvarez of N. Nakai, Inc. 10/14/2005 - rec. documentation on the issue/RI ",2005-10-13,True,NOI,2005-10-06 00:00:00
2007,9100316,3044,"fyi -- 2. Keep ""high product limit"" set to 95% instead of 98% fyi ",,False,NOI,2005-10-06 00:00:00
2008,9707396,3046,submit proof that your pipe boots (couplings) allow for interstitial monitoring of the pipes  ,2005-05-26,False,NOI,2005-04-26 00:00:00
2009,9707396,3046,submit updated copy of your fr  ,2005-05-26,False,NOI,2005-04-26 00:00:00
2010,9702561,3047,investigate the diesel sump for a potential leak. please reomve the band-aid approach to  the potential problem   - 5/23/2005 rec invoice - rk,2005-05-26,True,NOI,2005-04-26 00:00:00
2011,9702561,3047,send in a copy of the corrected cfr letter  ,2005-05-26,True,NOI,2005-04-26 00:00:00
2012,9702561,3047,submit proof that you have repositioned the sensor in UST 3   - 5/23/2005 rec invoice - rk,2005-05-26,True,NOI,2005-04-26 00:00:00
2013,9700633,3048,corect the number of tanks listed on the attachment  ,2005-05-29,False,NOI,2005-04-29 00:00:00
2014,9700633,3048,send in the correct fr policy  ,2005-05-29,False,NOI,2005-04-29 00:00:00
2015,9707071,3051,FYI -- 3. Always record any service you performed in response to an alarm in the monitoring log. Respond on a TIMELY basis. FYI ,,False,NOI,2005-10-11 00:00:00
2016,9707071,3051,FYI -2. Keep the spill bucket dry FYI ,,False,NOI,2005-10-11 00:00:00
2017,9707071,3051,"1. Pls. provide initial documents proving that the bidding for UST annual maintenance is in the process. Copies of the initial bidding documents must be sent to DOH. Also provide a copy of the annual maintenance to be performed on or before Feb. 9, 2006. 10/12/2005 - rec. copy of Proposal No. 2006-11. Informal bidding date is set on October 31, 2005 at 2:00 pm/RI Folllow up on the annual maintenance before February 2006    2/10/2006 - rec documents on annual maintenance/RI",2006-10-18,True,NOI,2005-10-11 00:00:00
2018,9100119,3052,1. Pls provide DOH documentation on the type of overfill protection installed on both USTs. 10/24/2005 REC PICTURES - RK ,2005-10-25,True,NOI,2005-10-11 00:00:00
2019,9700607,3061,proof of water removal from the sump  ,2005-05-28,False,NOI,2005-04-28 00:00:00
2020,9100508,3066,"1. Piping sump is completely filled up with water. Pls. address the recurring issue by repairing or replacing the sump to prevent water intrusion from the ground. As a rule, piping sump should be kept dry always. Provide DOH any documentation 2/10/2006 -rec photos via e-mail/RI ",2005-11-20,True,NOI,2005-10-20 00:00:00
2021,9100508,3066,FYI -- 2. Pls. have access to the alarm history on the monitoring panel to respond to any possibility of release FYI ,,False,NOI,2005-10-20 00:00:00
2022,9100507,3068,1. Pls provide an explanation why the monitoing panel is in alarm. See to it that every alarm is addresssed as a possible release. Any documentation proving that this situation has been corrected must be sent to DOH. 12/27/2005 -- REC response to alarm condition - rk ,2005-11-04,True,NOI,2005-10-20 00:00:00
2023,9101187,3069,2. Pls submit a copy of the 3rd party certification for Alert 4000 method and Alert 1050 method  12/26/2006 - copy on file with another Aloha Facility/RI,2005-10-28,True,NOI,2005-10-14 00:00:00
2024,9101187,3069,"1. Pls. submit a copy of a document showing that the CP was tested or inspected between Nov 10, 1995 - January 3, 1999 10/21/2005 spoke to Rick Conner and informed me that the document is not existing. Field Citation # 2673 was issued as a result/RI ",2005-10-28,True,NOI,2005-10-14 00:00:00
2025,9100817,3070,"3. Update Appendix 1 reflecting correct information on the UST system 11/4/2005 - extension requested and granted, new deadline is 11/15/2005/RI  12/2/2005 rec appendix i showing the new owner - rk NOI issued from the desk/RI",2005-11-08,True,NOI,2005-11-01 00:00:00
2026,9100817,3070,"1. Pls submit an updated copy of ""certification of financial responsibility"" as required by HAR 11-281-111(b)(10). Always have certification of FR updated on a timely basis. 11/4/2005 - rec. copy of certification of FR/RI ",2005-11-08,True,NOI,2005-11-01 00:00:00
2027,9100817,3070,"2. Submit a copy of the tank schedule reflecting the correct address/location of the UST 11/4/2005 - extension requested and granted, new deadline is 11/15/2005/RI  11/3/2005 REC fax copy of  FR document - rk. ",2005-11-08,True,NOI,2005-11-01 00:00:00
2028,9200243,3071,1. Pls. provide information regarding the extra piping sump present within the area. It seems that piping sump is part of Tank 1. 11/4/2005 - rec an explanation thru e-mail/RI ,2005-11-14,True,NOI,2005-11-01 00:00:00
2029,9200243,3071,FYI 1. Minimize overfill and maximum product alarms FYI ,,False,NOI,2005-11-01 00:00:00
2030,9200243,3071,"2. Pls. provide documentation that the flapper device for tank 1 (diesel) is properly installed, meaning it is set to 90% (overfill) and 95% (maximum product). Have it certified by a technician 11/18/2005 - Walter called to update on this issue. Nakai went to inspect and is in the process of ordering some parts. He then asked for an extension to complete the job. The new deadline is now Dec. 2, 2005. 11/22/2005 - rec. copy of the work service performed by  Neil Nakai, Inc. indicating OPW will be brought in from the West Coast.to replace the existing flapper devise/RI    3/21/2006 - rec. copy of the invoice/RI FYI amended into NOI from the desk",2005-11-14,True,NOI,2005-11-01 00:00:00
2031,9200077,3072,"1. Pls. send any documentation (e.g. picture, invoice, work service) to DOH showing that the water in piping sump for unleaded had been pumped out. 11/4/2005 - rec. pictures/RI ",2005-11-09,True,NOI,2005-11-02 00:00:00
2032,9200077,3072,FYI 1. Always keep spill bucket dry FYI ,,False,NOI,2005-11-02 00:00:00
2033,9200077,3072,FYI 2. Always document any incident and services performed on the UST system FYI ,,False,NOI,2005-11-02 00:00:00
2039,9200111,3078,FYI. Pls ensure that the monitoring panel is monitored as its location is far from the main office FYI ,,False,NOI,2005-11-16 00:00:00
2040,9200765,3081,"1. Keep the spill bucket dry always. Pump out the water & provide documentation to DOH (e.g. pictures, invoice, work service) 11/29/2005 - rec pictures via e-mail - RI ",2005-11-29,True,NOI,2005-11-22 00:00:00
2041,9707602,2996,"4.  Please have interstitial sensor for piping situated at lowest point and not suspended as req'd by HAR, 11-281-61 w/ respect to HAR, 11-281-51(e)(2) Done 07/21/2004//jb ",2004-08-05,True,NOI,2004-07-21 00:00:00
2042,9707602,2996,"3.  Please forward to DOH a copy of the Schedule of Outstanding City Bonds and a schedule of USTs covered by this type of Financial Coverage as req'd by HAR, 11-281-103. FR documents in-house (""Another method as approved by the director"") as of 08/18/2004//jb ",2004-08-05,True,NOI,2004-07-21 00:00:00
2043,9707602,2996,"2.  Please forward to DOH a copy of a valid & current Certification of Financial Responsibility Letter as req'd by HAR, 11-281-111(b)(10) FR documents in-house (""Another method as approved by the director"") as of 08/18/2004//jb ",2004-08-05,True,NOI,2004-07-21 00:00:00
2044,9707602,2996,"1.  Please forward to DOH a copy of a valid and current Letter from Chief Financial Officer that indicates the type of Financial coverage being used for Tank System(releases) as req'd by HAR, 11-281-103(d) FR documents in-house (""Another method as approved by the director"") as of 08/18/2004//jb ",2004-08-05,True,NOI,2004-07-21 00:00:00
2045,9707603,2997,"3.  Schedule of Outstanding Bonds & Schedule of USTs as req'd by HAR, 11-281-103(d) FR documents in-house (""Another method as approved by the director"") as of 08/18/2004//jb ",2004-08-06,True,NOI,2004-07-22 00:00:00
2046,9707603,2997,"2.  Certification of Financial Responsibility Letter as req'd by HAR, 11-281-111(b)(10) FR documents in-house (""Another method as approved by the director"") as of 08/18/2004//jb ",2004-08-06,True,NOI,2004-07-22 00:00:00
2047,9707603,2997,"Please provide the ff documents to DOH: >1.  Letter from Chief Financial Officer indicating the type of Financial Coverage for releases on Tank System at this site as req'd by HAR, 11-281-103(d) FR documents in-house (""Another method as approved by the director"") as of 08/18/2004//jb ",2004-08-06,True,NOI,2004-07-22 00:00:00
2048,9707603,2997,"FYI:  Please do not suspend interstitial piping sensor from above highest point of external surface of Tank, but rather situate sensor on the lowest point on surface of the Tank as req'd by HAR, 11-281-61 with respect to a functional sensor established by 11-281-51 and 11-281-53(3) FYI only ",,True,NOI,2004-07-22 00:00:00
2049,9101993,2998,"Pls provide the ff to DOH:  >1.  Letter from the Chief Financial Officer indicating the type of Financial Coverage that is available for releases on Tank System at site as req'd by HAR, 11-281-103(d) FR documents in-house (""Another method as approved by the director"") as of 08/18/2004//jb ",2004-08-06,True,NOI,2004-07-22 00:00:00
2050,9101993,2998,"2.  Certification of Financial Responsibility Letter as req'd by HAR, 11-281-111(b)(10) FR documents in-house (""Another method as approved by the director"") as of 08/18/2004//jb ",2004-08-06,True,NOI,2004-07-22 00:00:00
2051,9101993,2998,"3.  Schedule of Outstanding Bonds & Schedule of USTs covered as req'd by HAR, 11-281-103(d) FR documents in-house (""Another method as approved by the director"") as of 08/18/2004//jb ",2004-08-06,True,NOI,2004-07-22 00:00:00
2052,9100100,2999,"2.  Please submit to DOH Ltr fr CFO(HAR, 11-281-103(d)), Certification of Financial Responsibility Ltr(11-281-111(b)(10), and Schedules of Outstanding Bonds and USTs(11-281-103(d).  Copies okay. FR documents w/ our Office since Aug. 2004.  Mechanism details being reviewed/jb ",2004-08-06,True,NOI,2004-07-22 00:00:00
